,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,ego_progress,time_to_collision_within_bound,comfort,score
285,41a845d429a35887,True,1.0,1.0,1.0,0.4414711542475199,1.0,1.0,0.7672796476031333
286,182fe7c6dd5b5e44,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
287,11bf2d4580ab5bc2,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
288,a50a5cf062ed5135,True,1.0,1.0,1.0,0.7232469059138446,1.0,1.0,0.8846862107974353
289,e66d21ee45e65dac,True,1.0,1.0,1.0,0.6095370081236201,1.0,1.0,0.837307086718175
290,8a81c8c3f87b5c9c,True,1.0,1.0,1.0,0.5960592325294146,1.0,1.0,0.8316913468872561
291,49abf280107f5810,True,1.0,1.0,1.0,0.6529887663211852,1.0,1.0,0.8554119859671605
292,2fe345a90b6559e1,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
293,fd676fd01e475e33,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
294,b8d4a8d9b16859d4,True,1.0,1.0,1.0,0.7795231839623314,1.0,1.0,0.9081346599843046
295,17e417633368553f,True,1.0,1.0,1.0,0.6323865519415386,1.0,1.0,0.846827729975641
296,0f2b6cc2c32a51d8,True,1.0,1.0,1.0,0.5983760763013777,1.0,1.0,0.8326566984589073
297,c0b8f52197ac558c,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
298,25cdf7dee0d25a66,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
299,008d66a74c275479,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
300,601c3cce2a215275,True,1.0,1.0,1.0,0.6404064396453654,1.0,1.0,0.8501693498522357
301,229e86f19e7d5ced,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,80c159e90ae755f3,True,1.0,1.0,1.0,0.7066974611169947,0.0,1.0,0.46112394213208113
303,5e4dd8c91b8453bf,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
304,8cef0a91cc225732,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
305,a7eedd1eb65b51bf,True,1.0,1.0,1.0,0.9442829108074998,0.0,1.0,0.5601178795031249
306,8685d4420d83534f,True,1.0,1.0,1.0,0.47647732671498,1.0,1.0,0.7818655527979083
307,1b30838ebfee5924,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
308,3e41024d080454b5,True,1.0,1.0,1.0,0.5756072547798532,1.0,1.0,0.8231696894916055
309,cf602364e14b563d,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
310,5fc741e3c1875ae3,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
311,2fb54b28d0c55807,True,1.0,1.0,1.0,0.6323940434030803,1.0,1.0,0.8468308514179501
312,7032d9dfb6415988,True,1.0,1.0,1.0,0.6187565503441677,1.0,1.0,0.8411485626434031
313,19585f102d0a5fb6,True,1.0,1.0,1.0,0.6827395116037688,0.0,1.0,0.45114146316823706
314,cdba5e3c59af59da,True,1.0,1.0,1.0,0.3801007179411231,1.0,1.0,0.7417086324754679
315,c370f836e3275da4,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
316,57b4b980c94757c1,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
317,59db265fc4cf5a41,True,1.0,1.0,1.0,0.7738052994995888,1.0,1.0,0.9057522081248287
318,d849d3813e3052d0,True,1.0,1.0,1.0,0.6074132303346874,0.0,1.0,0.41975551263945315
319,47510e11da5555ed,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
320,97e2daddecd557a4,True,1.0,1.0,1.0,0.7561254160721093,1.0,1.0,0.8983855900300455
321,16295788c73b5d86,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
322,c5510354351d5d5e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
323,fc8a398075265f44,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
324,5f124bba478c570a,True,1.0,1.0,1.0,0.5534483859825012,1.0,1.0,0.8139368274927089
325,eba2b9d63f5b5ae8,True,1.0,1.0,1.0,0.6276679954066088,1.0,1.0,0.8448616647527537
326,6ea198f259b85e49,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
327,a51fda3f10da5432,True,1.0,1.0,1.0,0.7653392263011799,1.0,1.0,0.9022246776254916
328,490463fd7e9e5769,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
329,7edfabe116e25844,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
330,fb35180af57e571f,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
331,c65c265780365bb1,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
332,55eed45c895852b9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
333,89b190b36cd75ce9,True,1.0,1.0,1.0,0.776754995182639,1.0,1.0,0.9069812479927662
334,d94aa4b0e05e5be9,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
335,c4b1d4fabd315035,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,afb6f330e8665731,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
337,05c1feab4b8f5957,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
338,5ea36cebd2575b16,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
339,fb21dbec77535015,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
340,01e6276eff385ea8,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
341,c7af3cc6ee42577f,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
342,bca8b9c053845df8,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
343,d85c679f79b552ae,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
344,1774308b2ce65a6b,True,1.0,1.0,1.0,0.7650622046257967,1.0,1.0,0.9021092519274152
345,8f8ce43e73ab5045,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
346,13559c5a97855007,True,1.0,1.0,1.0,0.7548188794611542,1.0,1.0,0.8978411997754808
347,8c240d53cf9e5c6a,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
348,964f8f7263c0562f,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
349,de756f627de855fd,True,1.0,1.0,1.0,0.5203112581259384,1.0,1.0,0.8001296908858077
350,f419cea88ed9500b,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
351,c0fb4281da785582,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
352,66a2be8354ba5535,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
353,2d6b0679be1753dc,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
354,6f31e863bab65c62,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
355,9e7d2e400b4d5e26,True,1.0,1.0,1.0,0.3725808696769068,1.0,1.0,0.7385753623653778
356,2d8d56c6e9505e46,True,1.0,1.0,1.0,0.7568584136530525,1.0,1.0,0.8986910056887719
357,c602d7c53cdb500c,True,1.0,1.0,1.0,1.0,0.0,1.0,0.5833333333333334
358,69a4a5913bfc5d5d,True,1.0,1.0,1.0,0.5975354232814409,1.0,1.0,0.8323064263672671
359,a2e68628420f5c97,True,1.0,1.0,1.0,0.4346007841980931,1.0,1.0,0.7644169934158721
360,5be54baed8b35bd7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
361,05f1c7e44f74538c,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
362,b8b67fccb642589b,True,1.0,1.0,1.0,0.6347264304367903,1.0,1.0,0.8478026793486627
363,325c162902835de3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
364,649fc97f62be5ebb,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
365,d2fa9bb30cae5e4d,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
366,f2291b8766215c41,True,1.0,1.0,1.0,0.971044023362571,1.0,1.0,0.9879350097344046
367,f15b26c87a0e557d,True,1.0,1.0,1.0,0.667214751389846,1.0,1.0,0.8613394797457691
368,9abcb094fcef5f84,True,1.0,1.0,1.0,0.8202634638406728,1.0,1.0,0.9251097766002804
369,ebf97a584bcb556e,True,1.0,1.0,1.0,0.7787432736353253,1.0,1.0,0.9078096973480522
370,643b177aa4235fe7,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
371,3554e319cfc55fa1,True,1.0,1.0,1.0,0.6109163534994426,1.0,1.0,0.8378818139581011
372,cfd1452f415d5b07,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
373,f790e64181a15f5a,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
374,dadfddb20a29587d,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
375,67905d7b4c3e564e,True,1.0,1.0,1.0,1.0,0.0,1.0,0.5833333333333334
376,1e60548b4c00538a,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
377,21265a3838ee5a46,True,1.0,1.0,1.0,1.0,0.0,1.0,0.5833333333333334
378,b0aa550f818f52a0,True,1.0,1.0,1.0,0.8408913913398975,0.0,1.0,0.5170380797249573
379,1245f142241059d2,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
380,dd79f9aa92105761,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
381,348680e464e15fa2,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
382,205b6a7713b15328,True,1.0,1.0,1.0,0.7756961273383358,1.0,1.0,0.9065400530576398
383,b2bf491595815a21,True,1.0,1.0,1.0,0.6358174004785048,1.0,1.0,0.848257250199377
384,6bc77f3b97795470,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
385,73c600dba1795b0c,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
386,d9721a19dde7507a,True,1.0,1.0,1.0,0.6034500478719902,1.0,1.0,0.8347708532799959
387,221eebe0f41d5e04,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
388,f4d95a784b725915,True,0.5,1.0,1.0,0.5931182284641449,0.0,1.0,0.20689963093003017
389,4c321bb392105b81,True,1.0,1.0,1.0,0.49950700879347204,1.0,1.0,0.7914612536639467
390,9be9c9c84b625515,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
391,527460a8acda5c41,True,0.5,0.0,1.0,0.0,0.0,1.0,0.0
392,5a41a7f756c551ce,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
393,729f20a59c075d82,True,1.0,1.0,1.0,0.8094030930628636,0.0,1.0,0.5039179554428598
394,6d3bb2ecca3e54b4,True,1.0,1.0,1.0,0.8307324586793107,1.0,1.0,0.9294718577830462
395,2c34a443473f5a82,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
396,8f224f01713a5376,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
397,eccf91e1e1635acf,True,1.0,1.0,1.0,0.6696556312701656,1.0,1.0,0.8623565130292357
398,22dde440a0c35d31,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
399,ff3e6f394fea51bf,True,1.0,1.0,1.0,0.7590553561075957,1.0,1.0,0.8996063983781649
400,134b10cfe7e753e6,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
401,c2e656fd89675b6c,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
402,85782dccb8715e91,True,1.0,1.0,1.0,0.7161977324075506,1.0,1.0,0.8817490551698128
403,237b75204e495145,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
404,6ec94adda61e5483,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
405,0f337f2c23215a9e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
406,03503ef42eeb5573,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
407,2ffcc771b9375796,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
408,012ca60989175c54,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
409,4b1073732de35303,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
410,015011d2b73158b7,True,1.0,1.0,1.0,0.8274143315104975,1.0,1.0,0.9280893047960407
411,63372e43883c5a85,True,1.0,1.0,1.0,0.6927879551257478,1.0,1.0,0.8719949813023948
412,cefece29b7b459fa,True,0.5,1.0,1.0,0.3446341575880969,0.0,1.0,0.15513211616418685
413,f34ebf09b5515de1,True,1.0,1.0,1.0,0.8690965910395639,1.0,1.0,0.9454569129331517
414,b77b4b6eb149553f,True,0.0,0.0,1.0,0.0,0.0,1.0,0.0
415,13b979f0dc215ea3,True,1.0,1.0,1.0,0.6031279883353055,1.0,1.0,0.8346366618063773
416,aa702a3bfb615886,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
417,6139b7811b87514b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
418,c38e0ed510f45ed0,True,1.0,1.0,1.0,0.8278136944932504,1.0,1.0,0.9282557060388544
419,2633340672525214,True,1.0,1.0,1.0,0.6814969451749887,1.0,1.0,0.8672903938229121
420,23f0187033d658d9,True,1.0,1.0,1.0,0.5795631836757411,1.0,1.0,0.8248179931982255
421,e3aacc0a542d5e15,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
422,9cfdfd9619325a79,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
423,141c6fbfecad5d1c,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
424,60d952f0aa505d3e,True,1.0,1.0,1.0,0.5834573774732024,1.0,1.0,0.8264405739471675
425,351121baccc95bad,True,1.0,1.0,1.0,0.5243889424453804,1.0,1.0,0.8018287260189085
426,06ff013e1efc5056,True,1.0,1.0,1.0,0.6112946158849458,1.0,1.0,0.838039423285394
427,c6be203c41a155e4,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
428,bf525da8b60559fc,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
429,e2fcfbb473e95bc8,True,1.0,1.0,1.0,0.6199909834489419,1.0,1.0,0.8416629097703924
430,496770277e3e50d7,True,1.0,1.0,1.0,0.9588412334786746,1.0,1.0,0.9828505139494478
431,030704a9aac75776,True,1.0,1.0,1.0,1.0,0.0,1.0,0.5833333333333334
432,d3351ac6f9185249,True,0.0,1.0,1.0,0.0,0.0,1.0,0.0
433,c3d453408f7a5b44,True,1.0,1.0,1.0,0.7780406582697664,1.0,1.0,0.9075169409457361
434,5c5e0e2c9d225b98,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0
435,714710682a6954fd,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
436,eb48efcbc80f59b7,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
437,d34b1a7834a35883,True,1.0,1.0,1.0,0.8138430706602797,1.0,1.0,0.9224346127751165
438,a031a7d531295e92,True,1.0,1.0,1.0,0.6122913285246179,1.0,1.0,0.8384547202185907
439,74499565609f56ad,True,1.0,1.0,1.0,0.7295697413271414,1.0,1.0,0.8873207255529755
440,6970d8207923563a,True,1.0,1.0,1.0,0.6149764611072068,1.0,1.0,0.8395735254613362
441,1a0f27ced7e056f6,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
442,e4237030b1b75a8d,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
443,85dd8df144d6551e,True,0.5,0.0,1.0,0.0,0.0,1.0,0.0
444,267005afb82050c1,True,1.0,1.0,1.0,0.9206784972906605,0.0,1.0,0.550282707204442
445,48c16e2d0c5f59e7,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0
446,bac42a73c49d5589,True,1.0,1.0,1.0,0.7269650067261645,1.0,1.0,0.8862354194692351
447,average,True,0.9093959731543624,0.6532438478747203,1.0,0.41106963749181397,0.8232662192393736,1.0,0.493965474486249
